,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Garage Yr Blt,Gr Liv Area,Half Bath,Heating,Heating QC,Id,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Frontage,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Open Porch SF,Overall Cond,Overall Qual,PID,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,SalePrice,Screen Porch,Street,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,Bsmt Cond Num,Bsmt Qual Num,Garage Cond Num,Garage Qual Num,Exter Cond Num,Exter Qual Num,Heating QC Num,Kitchen Qual Num,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD ,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sal,Functional_Sev,Functional_Typ
321,847,886,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,847.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,433.0,2.0,TA,Fin,TA,BuiltIn,2004.0,1733,1,GasA,Ex,57,1,Gd,Lvl,Gtl,8577,Inside,63.0,IR1,0,60,RL,0.0,None,NA,0,4,48,5,7,528240130,Y,0,NA,CompShg,Gable,185088,0,Pave,7,847.0,AllPub,144,2004,2004,2010,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
322,1402,0,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,1402.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,625.0,2.0,TA,RFn,TA,Attchd,2008.0,1402,0,GasA,Ex,520,1,Gd,Lvl,Gtl,8640,Inside,72.0,Reg,0,20,FV,0.0,None,NA,0,5,126,5,7,528458060,Y,0,NA,CompShg,Hip,229800,0,Pave,7,1402.0,AllPub,205,2008,2008,2009,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
323,887,0,0,NA,3,1Fam,TA,No,0.0,1.0,TA,348.0,516.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,HdBoard,NA,NA,0,CBlock,1,288.0,1.0,TA,RFn,TA,Attchd,1984.0,887,0,GasA,TA,2305,1,TA,Lvl,Gtl,10447,Inside,62.0,Reg,0,20,RL,0.0,None,NA,0,12,0,6,5,923425030,Y,0,NA,CompShg,Gable,124500,0,Pave,5,864.0,AllPub,140,1984,1984,2007,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
324,1051,0,0,NA,3,1Fam,TA,No,1.0,0.0,TA,293.0,758.0,0.0,ALQ,Unf,Y,Feedr,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,NA,NA,0,CBlock,1,504.0,2.0,TA,RFn,TA,Attchd,1968.0,1051,0,GasA,Gd,2533,1,TA,Lvl,Gtl,9600,Corner,80.0,Reg,0,20,RL,0.0,None,NA,0,7,0,5,5,534201230,Y,0,NA,CompShg,Gable,142000,0,Pave,6,1051.0,AllPub,0,1968,1968,2006,3,3,3,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
325,755,755,0,NA,3,1Fam,TA,No,0.0,0.0,TA,450.0,305.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,164,TA,TA,MetalSd,MetalSd,NA,NA,0,PConc,1,216.0,1.0,TA,Unf,TA,Detchd,1920.0,1510,0,GasA,Ex,2852,1,TA,HLS,Gtl,4899,Corner,69.0,Reg,0,70,RL,0.0,None,NA,0,6,0,8,6,909250200,Y,0,NA,CompShg,Gable,149000,0,Pave,6,755.0,AllPub,0,1920,1950,2006,3,3,3,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
326,1656,0,0,NA,4,Duplex,TA,No,0.0,0.0,TA,1656.0,0.0,0.0,Unf,Unf,Y,Feedr,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NA,NA,0,CBlock,2,506.0,2.0,TA,Unf,TA,Detchd,1973.0,1656,0,GasA,TA,1198,2,TA,Lvl,Gtl,9246,Inside,87.0,IR1,0,90,RL,564.0,BrkFace,NA,0,11,211,5,5,534250010,Y,0,NA,CompShg,Gable,135000,0,Pave,8,1656.0,AllPub,0,1973,1973,2008,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
327,958,0,0,NA,2,TwnhsE,TA,No,0.0,0.0,Gd,958.0,120.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NA,TA,1,CBlock,2,440.0,2.0,TA,RFn,TA,Attchd,1977.0,958,0,GasA,TA,1681,1,TA,Lvl,Gtl,4928,Inside,68.87899941826643,IR1,0,120,RL,0.0,None,NA,0,2,205,5,6,527452100,Y,0,NA,CompShg,Gable,128000,0,Pave,5,1078.0,AllPub,0,1976,1976,2007,3,4,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
328,3228,0,0,NA,4,1Fam,TA,No,1.0,0.0,Gd,1969.0,1231.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,291,TA,Gd,BrkFace,BrkFace,NA,Gd,1,PConc,3,546.0,2.0,TA,RFn,TA,Attchd,1992.0,3228,0,GasA,Ex,1773,1,Gd,Lvl,Gtl,12692,Inside,68.87899941826643,IR1,0,20,RL,0.0,None,NA,0,5,75,5,8,528366050,Y,0,NA,CompShg,Hip,430000,0,Pave,10,3200.0,AllPub,264,1992,1993,2007,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
329,1040,0,0,NA,3,1Fam,TA,No,1.0,0.0,TA,228.0,812.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,686.0,2.0,TA,Fin,TA,Detchd,1991.0,1040,1,GasA,TA,1825,1,TA,Lvl,Gtl,7476,Corner,84.0,Reg,0,20,RL,0.0,None,NA,0,6,0,7,5,532377050,Y,0,NA,CompShg,Gable,145000,0,Pave,5,1040.0,AllPub,188,1968,1968,2007,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
330,661,589,0,NA,3,1Fam,TA,No,0.0,0.0,TA,661.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,81,TA,TA,Wd Sdng,Wd Shng,NA,Gd,1,PConc,2,552.0,2.0,TA,Unf,TA,Detchd,1985.0,1250,0,GasA,Ex,2208,1,TA,Lvl,Gtl,5362,Corner,53.0,Reg,0,50,RL,0.0,None,NA,0,11,0,6,5,909254150,Y,0,NA,CompShg,Gable,139000,0,Pave,8,661.0,AllPub,242,1910,2003,2007,3,3,3,3,3,3,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
331,1140,728,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,585.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NA,TA,1,CBlock,3,477.0,2.0,TA,Fin,TA,BuiltIn,1984.0,1868,1,GasA,Ex,1646,1,TA,Lvl,Gtl,12090,Inside,78.0,Reg,0,80,RL,74.0,BrkFace,NA,0,1,112,7,6,527302020,Y,0,NA,CompShg,Hip,178000,147,Pave,7,585.0,AllPub,268,1984,2003,2007,3,4,3,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
332,1632,1158,0,NA,4,1Fam,TA,Gd,1.0,0.0,Ex,538.0,1082.0,0.0,GLQ,Unf,Y,PosN,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,NA,Ex,1,PConc,2,1150.0,4.0,TA,Fin,TA,BuiltIn,2005.0,2790,1,GasA,Ex,1060,1,Ex,Lvl,Gtl,12539,Inside,96.0,Reg,0,60,RL,468.0,BrkFace,NA,0,6,200,5,10,528118090,Y,0,NA,CompShg,Hip,460000,192,Pave,10,1620.0,AllPub,30,2005,2006,2008,3,5,3,3,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
333,1445,689,0,Pave,5,1Fam,TA,No,0.0,0.0,TA,844.0,0.0,0.0,Unf,Unf,N,PosN,Norm,FuseA,268,TA,TA,Wd Sdng,Wd Shng,NA,NA,0,BrkTil,2,441.0,2.0,TA,Unf,TA,Detchd,1930.0,2134,0,GasA,Gd,748,1,Gd,Bnk,Gtl,11888,Inside,68.87899941826643,IR1,0,75,RL,0.0,None,NA,0,7,60,6,6,903400220,Y,0,NA,CompShg,Gable,214500,0,Pave,10,844.0,AllPub,0,1916,1994,2009,3,3,3,3,3,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
334,948,980,0,NA,5,2fmCon,TA,Mn,0.0,0.0,TA,686.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,228,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,2,0.0,0.0,NA,NA,NA,NA,1978.6775193798449,1928,0,GasA,Gd,2846,2,TA,Lvl,Gtl,7082,Inside,68.87899941826643,Reg,0,190,RH,0.0,None,NA,0,7,0,8,5,909131125,N,0,NA,CompShg,Gable,160000,0,Pave,10,686.0,AllPub,0,1916,1995,2006,3,3,0,0,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
335,1022,1038,168,NA,3,1Fam,TA,No,1.0,0.0,Gd,220.0,772.0,0.0,ALQ,Unf,Y,RRNn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,GdPrv,TA,1,PConc,2,390.0,2.0,TA,RFn,TA,BuiltIn,1999.0,2060,1,GasA,Ex,493,1,Gd,Lvl,Gtl,8755,FR2,68.87899941826643,IR1,0,60,RL,298.0,BrkFace,NA,0,6,0,5,7,528292070,Y,0,NA,CompShg,Gable,214000,0,Pave,8,992.0,AllPub,0,1999,1999,2009,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
336,861,517,0,Grvl,3,1Fam,TA,No,0.0,0.0,TA,901.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,40,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,PConc,1,162.0,1.0,Fa,Unf,Fa,Detchd,1920.0,1378,0,GasA,Gd,694,1,Gd,Lvl,Gtl,4080,Inside,68.0,Reg,0,50,RM,0.0,None,NA,0,6,0,8,6,902103100,P,0,NA,CompShg,Gable,128900,0,Pave,6,901.0,AllPub,54,1935,1998,2009,3,3,2,2,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
337,1622,0,0,NA,3,2fmCon,TA,Av,1.0,0.0,TA,90.0,1159.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,NA,TA,1,CBlock,1,1356.0,4.0,TA,Fin,TA,2Types,1975.0,1622,0,GasA,Ex,2283,1,TA,Low,Mod,32463,Inside,68.87899941826643,Reg,0,190,RL,149.0,Stone,NA,0,3,0,4,4,923205025,Y,0,NA,CompShg,Gable,168000,0,Pave,7,1249.0,AllPub,439,1961,1975,2007,3,3,3,3,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
338,955,925,0,NA,3,1Fam,TA,Av,1.0,0.0,Ex,210.0,745.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,WdShing,Wd Shng,NA,Gd,1,PConc,2,880.0,3.0,TA,Fin,TA,Attchd,2007.0,1880,1,GasA,Ex,1800,1,Ex,Lvl,Gtl,12217,Inside,112.0,IR1,0,60,FV,98.79773063640849,NA,NA,0,12,127,5,8,528458150,Y,0,NA,CompShg,Hip,310013,0,Pave,8,955.0,AllPub,168,2007,2007,2007,3,5,3,3,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
339,1088,0,0,NA,2,TwnhsE,TA,No,0.0,0.0,Gd,1074.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,137,TA,Gd,HdBoard,HdBoard,NA,NA,0,CBlock,1,461.0,2.0,TA,RFn,TA,Attchd,1987.0,1088,1,GasA,Ex,1632,1,Gd,Lvl,Gtl,3696,Inside,68.87899941826643,Reg,0,120,RL,0.0,None,NA,0,10,74,5,8,527182040,Y,0,NA,CompShg,Gable,170000,0,Pave,5,1074.0,AllPub,0,1986,1986,2007,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
340,1040,0,0,NA,3,1Fam,TA,No,0.0,0.0,TA,671.0,369.0,0.0,LwQ,Unf,Y,Norm,Norm,FuseA,252,TA,TA,BrkFace,Wd Sdng,GdWo,NA,0,CBlock,1,286.0,1.0,TA,RFn,TA,Attchd,1959.0,1040,0,GasA,TA,2624,1,TA,Lvl,Gtl,7560,Inside,70.0,Reg,0,20,RL,0.0,None,NA,0,7,0,5,5,535453160,Y,0,NA,CompShg,Gable,133700,0,Pave,6,1040.0,AllPub,140,1959,1959,2006,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
341,900,602,0,NA,3,1Fam,Fa,No,0.0,0.0,TA,602.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,112,Gd,TA,Wd Sdng,Wd Sdng,NA,TA,2,PConc,1,180.0,1.0,TA,Unf,TA,Detchd,1923.0,1502,1,GasA,TA,2197,1,Gd,Lvl,Gtl,10592,Inside,55.0,Reg,0,70,RL,0.0,None,NA,0,8,0,7,6,909250150,Y,0,NA,CompShg,Hip,165000,53,Pave,7,602.0,AllPub,96,1923,1996,2007,2,3,3,3,4,3,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
342,483,504,0,NA,2,TwnhsE,TA,No,0.0,0.0,TA,125.0,358.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,264.0,1.0,TA,Unf,TA,Detchd,1971.0,987,1,GasA,TA,1045,1,TA,Lvl,Gtl,1680,Inside,21.0,Reg,0,160,RM,604.0,BrkFace,NA,0,8,0,3,6,527451400,Y,0,NA,CompShg,Gable,89500,0,Pave,5,483.0,AllPub,0,1971,1971,2008,3,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
343,1095,0,0,NA,2,2fmCon,TA,Gd,1.0,0.0,TA,75.0,513.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,Fa,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,264.0,1.0,TA,RFn,TA,Attchd,1958.0,1095,0,GasA,TA,2549,1,TA,Lvl,Gtl,10382,Inside,75.0,Reg,0,190,RL,105.0,BrkFace,NA,0,3,0,5,6,534427090,Y,0,NA,CompShg,Hip,140000,0,Pave,6,588.0,AllPub,0,1958,1958,2006,3,3,3,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
344,970,739,0,NA,3,Twnhs,TA,No,0.0,0.0,Gd,970.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,380.0,2.0,TA,Unf,TA,Detchd,2004.0,1709,0,GasA,Ex,2829,1,Gd,Lvl,Gtl,2522,Inside,24.0,Reg,0,160,RM,50.0,Stone,NA,0,5,40,5,7,908188110,Y,0,NA,CompShg,Gable,134000,0,Pave,7,970.0,AllPub,0,2004,2004,2006,3,4,3,3,3,4,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
345,844,887,0,NA,3,1Fam,TA,No,1.0,0.0,Gd,78.0,758.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,NA,NA,0,PConc,2,462.0,2.0,TA,RFn,TA,Attchd,1992.0,1731,1,GasA,Ex,2480,1,Gd,Lvl,Gtl,9370,Inside,70.0,IR2,0,60,RL,0.0,None,Othr,3000,10,85,5,6,531451290,Y,0,NA,CompShg,Gable,248500,224,Pave,7,836.0,AllPub,307,1992,1993,2006,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
346,960,0,0,NA,0,1Fam,Gd,Av,1.0,1.0,TA,0.0,648.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,NA,NA,0,CBlock,0,364.0,1.0,TA,Unf,TA,Attchd,1965.0,960,0,GasA,Ex,2724,1,TA,Lvl,Gtl,10246,CulDSac,68.87899941826643,IR1,0,80,RL,0.0,None,NA,0,5,0,9,4,905200490,Y,0,NA,CompShg,Gable,145000,0,Pave,3,648.0,AllPub,88,1965,2001,2006,4,3,3,3,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
347,811,741,0,NA,3,1Fam,TA,No,1.0,0.0,Gd,163.0,550.0,0.0,ALQ,Unf,Y,RRAn,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,MnPrv,TA,1,CBlock,2,434.0,2.0,TA,RFn,TA,Attchd,1975.0,1552,1,GasA,TA,2352,1,TA,Lvl,Gtl,11475,Inside,85.0,Reg,0,60,RL,0.0,None,NA,0,2,208,6,6,527356060,Y,0,NA,CompShg,Gable,179900,0,Pave,6,713.0,AllPub,209,1975,1975,2006,3,4,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
348,1795,0,0,NA,2,1Fam,TA,Av,0.0,0.0,Ex,1795.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,895.0,3.0,TA,RFn,TA,Attchd,2007.0,1795,0,GasA,Ex,1783,1,Gd,Lvl,Gtl,9986,Inside,75.0,Reg,0,20,RL,428.0,BrkFace,NA,0,2,49,5,8,528431110,Y,0,NA,CompShg,Gable,147000,0,Pave,7,1795.0,AllPub,0,2006,2007,2007,3,5,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
349,624,650,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,166.0,458.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdWo,NA,0,PConc,1,576.0,2.0,TA,Unf,TA,Detchd,1993.0,1274,1,GasA,Gd,338,1,TA,Lvl,Gtl,10475,Inside,63.0,Reg,0,60,RL,0.0,None,NA,0,3,0,5,5,923426070,Y,0,NA,CompShg,Gable,136000,0,Pave,6,624.0,AllPub,22,1991,1991,2010,3,4,3,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
350,848,348,0,NA,3,1Fam,TA,No,0.0,1.0,TA,308.0,264.0,0.0,LwQ,Unf,Y,Norm,Norm,FuseA,0,Gd,TA,MetalSd,MetalSd,NA,Gd,2,CBlock,1,576.0,2.0,TA,Unf,TA,Detchd,1973.0,1196,1,GasA,Ex,196,1,TA,Lvl,Gtl,6000,Inside,50.0,Reg,0,50,RM,0.0,None,NA,0,3,0,6,6,903227020,Y,0,NA,CompShg,Gable,128000,0,Pave,6,572.0,AllPub,0,1940,1950,2010,3,3,3,3,4,3,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
351,704,0,0,NA,2,1Fam,TA,No,0.0,1.0,Fa,560.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,FuseA,24,Gd,TA,MetalSd,MetalSd,NA,NA,0,CBlock,1,220.0,1.0,TA,Unf,TA,CarPort,1946.0,704,0,GasA,Ex,762,1,Fa,Lvl,Gtl,4280,Inside,50.0,IR1,0,20,RL,0.0,None,NA,0,9,0,9,4,904100190,Y,0,NA,CompShg,Gable,88750,0,Pave,4,560.0,AllPub,0,1946,2001,2009,3,2,3,3,4,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
352,972,0,0,NA,3,1Fam,TA,No,0.0,0.0,TA,324.0,648.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,205,Gd,TA,MetalSd,MetalSd,GdWo,NA,0,CBlock,1,305.0,1.0,TA,Unf,TA,Attchd,1955.0,972,0,GasA,TA,151,1,TA,Lvl,Gtl,10895,Corner,119.0,Reg,0,20,RL,0.0,None,NA,0,6,0,6,5,535302200,Y,0,NA,CompShg,Gable,122500,0,Pave,5,972.0,AllPub,0,1955,1955,2010,3,3,3,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
353,912,546,0,NA,3,1Fam,TA,No,0.0,1.0,TA,912.0,0.0,0.0,Unf,Unf,Y,Artery,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NA,Gd,1,CBlock,1,330.0,1.0,TA,Unf,TA,Attchd,1948.0,1458,0,GasA,TA,158,1,TA,Lvl,Gtl,17503,Inside,78.0,Reg,0,50,RL,0.0,None,NA,0,1,0,5,6,535353190,Y,0,NA,CompShg,Gable,97500,0,Pave,6,912.0,AllPub,192,1948,1950,2010,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
